order_id,customer_id,date,nearest_warehouse,shopping_cart,order_price,delivery_charges,customer_lat,customer_long,coupon_discount,order_total,season,is_expedited_delivery,distance_to_nearest_warehouse,latest_customer_review,is_happy_customer
ORD034316,ID0663120884,2019-07-30,Thompson,"[('Lucent 330S', 2), ('Toshika 750', 1), ('Alcon 10', 2)]",24680,82.45,-37.8001129,144.95536040000005,10,22294.45,Winter,True,1.5769,exactly as described and great price! my husband loves thus phone it was fast shipoing and great communixation,True
ORD170808,ID0310957681,2019-01-31,Thompson,"[('Lucent 330S', 1), ('Thunder line', 2), ('Universe Note', 1), ('Olivia x460', 2)]",10265,85.4,-37.8210947,144.9268047,10,9323.9,Summer,False,2.0135,battery sucks great except for the battery,True
ORD243151,ID4754200371,2019-12-06,Thompson,"[('Toshika 750', 2), ('Lucent 330S', 1), ('Candle Inferno', 1)]",10300,104.59,-37.815083,144.9276048,15,8859.59,Summer,True,0.8783,my wife loved her gift. i made the right purchase.,True
ORD496408,ID0277363029,2019-09-20,Bakers,"[('pearTV', 1), ('Thunder line', 2), ('iStream', 1)]",10820,105.42,-37.8114979,145.00974509999998,10,9843.42,Spring,True,0.7954,five stars i like the phone it works great,True
ORD196211,ID0702363502,2019-08-24,Thompson,"[('Alcon 10', 1), ('Toshika 750', 2)]",17590,76.96,-37.8062,144.94206269999995,25,13269.46,Winter,True,0.8444,"good price, easy to work and the grandkids loved .",True
ORD339906,ID0361770535,2019-02-25,Bakers,"[('Lucent 330S', 2), ('iAssist Line', 1), ('Universe Note', 1)]",8135,86.69,-37.8005071,144.9811305,5,7814.94,Summer,True,1.6291,not certified refurbished! used!! not certified refurbished. just a used phone.. sending back. big scratches on screen.,False
ORD017066,ID4847645684,2019-03-31,Bakers,"[('Thunder line', 1), ('Olivia x460', 1), ('Candle Inferno', 1)]",35900,82.3,-37.8157484,145.0091263,10,3533.8,Autumn,True,1.3795,"hello, 3 weeks ago a vertical line apeared in ... hello, 3 weeks ago a vertical line apeared in the screen of the celphone. i live in argentina, what can i do? pls see attached photo",True
ORD405433,ID1463620571,2019-10-08,Bakers,"[('Toshika 750', 1), ('Thunder line', 1)]",6500,79.24,-37.8187805,145.0007666,5,6254.24,Spring,False,1.0923,"great phone, great price every is ok about this cellphone arrives on time, and the funtionability is excelent, the batery is not ok at all, but it is not a problem about the purchase is about toshika only 2700mah is a small mah baterry for a big and fast cellphone,",True
ORD306953,ID0781137162,2019-09-23,Thompson,"[('Thunder line', 1), ('Candle Inferno', 1), ('Alcon 10', 2), ('Olivia x460', 1)]",21735,64.51,-37.8029094,144.9482045,15,18539.26,Spring,False,1.0915,no headphone jack they forgot to put in a headphone jack. remember when oneplus made fun of phones without a headphone jack? i do because it wasn't that long ago and still makes no sense. i don't always want to wait for my headphones to charge before using them.,False
ORD221663,ID3967630100,2019-08-28,Thompson,"[('Toshika 750', 1), ('iAssist Line', 2)]",8770,65.1,-37.8186933,144.953033,25,6642.6,Winter,False,0.851,"great phone great phone, just as good as alcons, it comes down to personal preference. i got over the alcon craze and i'm glad i made the switch.",False
ORD231233,ID1888086803,2019-01-20,Thompson,"[('Thunder line', 2), ('Alcon 10', 2), ('Universe Note', 2)]",29160,88.3,-37.8002432,144.9623784,0,29248.3,Summer,True,1.9307,"the phone wont come on i have only had the phone for 1 month, and the phone wont come on anymore.",True
ORD074962,ID6167417916,2019-07-08,Thompson,"[('Olivia x460', 2), ('Candle Inferno', 2), ('Alcon 10', 1)]",12260,76.07,-37.8167794,144.9541952,10,11110.07,Winter,True,0.7757,five stars the battery on this thing is amazing!,True
ORD014150,ID5797758262,2019-08-24,Thompson,"[('Alcon 10', 2), ('pearTV', 1), ('Toshika 750', 1)]",28530,62.22,-37.8070287,144.94532769999995,0,28592.22,Winter,False,0.4242,"love samsum universe note super cool item, would get new one at soonest price goes down.",True
ORD081110,ID3054477759,2019-02-11,bakers,"[('Thunder line', 2), ('iStream', 1)]",4510,71.1,-37.8076036,144.9888635,15,3904.6,Summer,False,0.6202,perfect bought this phone for my dad and the fact that i love it means he's gonna love it... the phone offers so much for its price...,True
ORD129854,ID2354715901,2019-08-17,Bakers,"[('Candle Inferno', 1), ('Lucent 330S', 1)]",22220,63.42,-37.8032826,144.9929998,10,1557.42,Winter,False,0.7727,"works abroad. great phone, great seller. i recommend this product.",True
ORD173516,ID5424203736,2019-12-12,Nickolson,"[('Universe Note', 2), ('Lucent 330S', 2), ('Alcon 10', 1)]",18310,91.41,-37.8189972,144.97661609999997,25,13823.91,Summer,True,0.6229,i love it!!😍 i really love it!!🥰,True
ORD471488,ID2074060881,01-04-2019,Bakers,"[('Thunder line', 1), ('Candle Inferno', 2)]",3040,67.16,-37.8193406,145.0022538,25,2347.16,Autumn,False,1.2097,money well spent like new device. came as a t-mobile phone but wats easily moved to at$t. highly recommend for the money.,True
ORD448779,ID6197211475,2019-08-14,Thompson,"[('Alcon 10', 2), ('Universe Note', 1)]",21350,78.88,-37.81321970000001,144.9334721,5,20361.38,Winter,False,1.1973,five stars excellent phone,True
ORD064009,ID0301544535,2019-04-21,Thompson,"[('Toshika 750', 1), ('pearTV', 2), ('iStream', 1)]",17090,63.62,-37.8197253,144.9514006,5,16299.12,Autumn,True,0.8726,one star does not work good.,False
ORD173892,ID1545387619,2019-08-09,Thompson,"[('pearTV', 1), ('Olivia x460', 2), ('Universe Note', 2), ('iAssist Line', 2)]",20110,80.35,-37.8012917,144.95667419999995,5,19184.85,Winter,True,1.5228,"ideal purchase definitely a hit or miss product. i hit. love this phone. i lucked out with s pen as well. it's original, sturdy and literally makes for the best phone i have ever had and the best price.",True
ORD102448,ID4313862245,2019-05-16,Bakers,"[('Lucent 330S', 1), ('Candle Inferno', 2), ('Alcon 10', 2)]",22615,63.81,-37.8181821,144.99165359999995,15,17055.31,Autumn,False,0.964,"poor windows phone... i absolutely love this phone. sleek and beautiful, and a much prettier alternative to android or ios devices. it's really sad to see how uncommon they are taking up less than 3% of the market. would love to see the lumia phones make it big.",True
ORD465272,ID3775019753,2019-07-06,Bakers,"[('Thunder line', 1), ('Toshika 750', 1), ('iAssist Line', 2)]",10950,65.84,-37.8082763,144.9835336,5,10468.34,Winter,False,1.0465,great value! the phone looked brand new!! was delivered early (someone must be home to sign for it). a great value for the money. the phone looked brand new. works great. the battery health was at 93%. highly recommend.,True
ORD078068,ID2187986724,2019-09-08,Nickolson,"[('Lucent 330S', 2), ('Toshika 750', 1), ('Thunder line', 1), ('Universe Note', 1)]",12410,61.43,-37.8115911,144.97248480000005,10,11230.43,Spring,False,0.8212,"love the case, table works very well, easy to download game and apps, but the life of the battery is not great. the battery fully charged only last about 3-4 hours",False
ORD367973,ID2207974389,2019-02-01,Thompson,"[('iAssist Line', 1), ('Candle Inferno', 2), ('iStream', 2), ('pearTV', 2)]",16005,76.39,-37.8031013,144.9495505,5,15281.14,Summer,False,1.0876,"great value looks good, works well came on time. great phone for the money",False
ORD295250,ID0387153073,2019-03-05,Thompson,"[('Lucent 330S', 1), ('Olivia x460', 2), ('Thunder line', 1), ('Universe Note', 2)]",12760,67.54,-37.8019774,144.9527304,15,10913.54,Autumn,False,1.2905,five stars good,True
ORD143049,ID1985553020,2019-12-06,Nickolson,"[('pearTV', 2), ('Toshika 750', 1), ('iAssist Line', 1), ('Universe Note', 1)]",22615,85.21,-37.7986069,144.9658792,5,21569.46,Summer,False,2.2483,i bought it because everyone was saying how much they love theirs. but i have no need for it. i only used it once. the volume was not loud enough for me when i played music while i was on my treadmill. so i rather use my tower speaker which is 3xs louder.,True
ORD372181,ID0767729202,2019-06-11,Thompson,"[('Toshika 750', 1), ('pearTV', 1), ('Alcon 10', 2), ('Candle Inferno', 1)]",28960,61.07,-37.8075969,144.943248,10,26125.07,Winter,True,0.6574,"new phone that didn't work 1/2 star phone worked for one day- it wouldn't charge and kept saying ""temperature was too low and would charge when it regulated.""",False
ORD461453,ID0577456441,2019-08-21,Bakers,"[('Alcon 10', 2), ('Toshika 750', 1)]",22220,55.56,-37.8232709,144.9885267,15,18942.56,Winter,False,1.591,"does not work for all networks just received today,however i have to return.. does not work with t-mobile straight talk .. :(",False
ORD160128,ID0560989091,2019-02-26,Thompson,"[('Candle Inferno', 1), ('Lucent 330S', 2), ('iAssist Line', 1)]",5115,93.79,-37.819207,144.94637980000005,15,25581.48,Summer,True,0.7298,five stars excellent!,True
ORD286864,ID0582560124,2019-12-23,Nickolson,"[('pearTV', 1), ('Alcon 10', 2)]",7210,73.16,-37.82218510000001,144.9786566,10,21862.16,Summer,False,0.8949,"good phone, lengthy setup the phone works great. there was an issue initially when i took it to at&t to activate it on my line as it appeared to be locked into verizon network but the it guys finally got it to switch to sprint.",True
ORD353965,ID2174950856,2019-06-15,Thompson,"[('pearTV', 2), ('Alcon 10', 2), ('Universe Note', 1), ('iStream', 2)]",34270,64.5,-37.8171865,144.9532135,5,32621.0,Winter,False,0.7378,"note 5 is awesome! great phone. strong battery. the vr applications work flawlessly. phone is perfect size, no slippery sides like my old lg. olivia is the best. oh yeah... the stylus is excellent! very reactive and precise touch. like a pen and paper.",True
ORD239057,ID0746917979,2019-02-03,Nickolson,"[('Lucent 330S', 1), ('Toshika 750', 2), ('iStream', 1), ('Thunder line', 2)]",14380,99.91,-37.8246994,144.9848642,5,13760.91,Summer,True,1.5083,best phone ever! wonderful phone..love it so much that i wanna keep 4ever .,True
ORD111037,ID5563404252,2019-09-13,Bakers,"[('Olivia x460', 1), ('Thunder line', 2), ('Universe Note', 2), ('Toshika 750', 1)]",16805,67.12,-37.81769660000001,145.0108408,5,16031.87,Spring,False,1.2917,bad refurbished phone this particular phone i ordered was a refurbished phone and did not work at all. i sent it back.,False
ORD477287,ID0233315095,2019-12-06,Nickolson,"[('Alcon 10', 2), ('pearTV', 1), ('iAssist Line', 2)]",28660,72.76,144.97261530000003,-37.7998478,25,21567.76,Summer,False,2.1042,one star the frontal photo doesn't work.,False
ORD433599,ID0582798861,2019-07-25,Nickolson,"[('Universe Note', 2), ('Lucent 330S', 2), ('iAssist Line', 1)]",11585,66.71,-37.8200888,144.9787888,0,11651.71,Winter,False,0.8292,absolutely love it!,True
ORD265089,ID5251259526,2019-11-18,Thompson,"[('pearTV', 2), ('Lucent 330S', 1)]",13850,61.02,-37.8152787,144.93867880000005,15,11833.52,Spring,False,0.7928,a big let down faulty charging port.,False
ORD365832,ID0598400064,2019-01-18,Nickolson,"[('Lucent 330S', 2), ('Universe Note', 2)]",9360,70.54,-37.814117,144.96412019999997,15,8026.54,Summer,False,0.6903,"i even like the color. dreary pinkish, purpley grey. yum note 8 unlocked by olivia is the way to go. i will never take a bite of pear again...",True
ORD154917,ID6197211188,2019-10-06,Thompson,"[('pearTV', 2), ('Olivia x460', 1), ('Lucent 330S', 2), ('iStream', 1)]",16455,109.03,-37.8149608,144.92755280000003,10,14536.46,Spring,True,1.7351,"works ok phone is ok, but the wifi on it works very poorly. it kicks my son of at least once every 30 minutes",True
ORD146340,ID0575379896,2019-06-14,Nickolson,"[('Candle Inferno', 2), ('Universe Note', 2)]",7760,77.59,-37.8200722,144.98246899999995,0,7837.59,Winter,True,1.1478,our son just lives this unit. he has all his favorite games on it.,True
ORD247274,ID6167441029,2019-10-10,Thompson,"[('Olivia x460', 1), ('Universe Note', 1)]",4675,105.87,-37.809311,144.96097659999995,0,4780.87,Spring,True,1.2791,"four stars arrived on time and in good condition. also a reliable, nifty phone.",True
ORD298352,ID2400295351,2019-02-18,Nickolson,"[('Candle Inferno', 1), ('iAssist Line', 2), ('Lucent 330S', 2)]",7340,91.08,-37.82032150000001,144.9640179,0,7431.08,Summer,True,0.5231,"fantastic phone i went from a s4 to the note 3 and all i can say is wow!!!! the difference is amazing i cant even use the s4 anymore cause the screen is so small!! this phone is nice its big, but im used to it by now.",False
ORD191608,ID2441346320,2019-09-03,Bakers,"[('iAssist Line', 2), ('Lucent 330S', 1), ('Toshika 750', 1), ('Olivia x460', 2)]",12450,78.56,-37.804722,144.98409919999997,15,8652.0,Spring,False,1.1416,i've had the first gen thunder since it first came out and it has worked well for me. i purchased the 2nd gen during gold day and so far i'm happy. it seems to have an improved speaker which provides enhanced sound for music and such.,True
ORD323672,ID0767730101,2019-01-26,Nickolson,"[('iStream', 1), ('Lucent 330S', 1)]",1375,100.97,-37.8047565,144.9705313,10,1338.47,Summer,True,1.5429,more than expected i got my phone two day before it was supposed to be delivered no scratches perfect working condition came with a glass screen protector as well above and beyond what i was expecting,True
ORD022465,ID4742379164,2019-05-25,Nickolson,"[('Lucent 330S', 2), ('Olivia x460', 1), ('iAssist Line', 1)]",5910,49.49,-37.8068133,144.94905409999996,0,5959.49,Autumn,False,0.6753,it is fake it is fake there is no real phone packed with bands foolish,False
ORD142432,ID0579498248,2019-08-31,Thompson,"[('Lucent 330S', 2), ('Toshika 750', 1)]",6780,58.75,-37.8144752,144.94975569999997,15,5821.75,Winter,True,0.3099,dont buy a google!!! quit working after 30 days!!!!!,False
ORD256733,ID3157171393,2019-10-07,Nickolson,"[('Toshika 750', 2), ('pearTV', 1), ('Candle Inferno', 2)]",15810,78.97,-37.8210661,144.9567759,5,15098.47,Spring,False,1.1566,phone is working great with the exceptio that i would rather 16gb internal ... phone is working great with the exceptio that i would rather 16gb internal memory but aside of that i'm enjoying the use of it. i would recommend it as i can use it both in the us and in the caribbean.,True
ORD139096,ID6167344487,2019-04-30,Nickolson,"[('Olivia x460', 1), ('Lucent 330S', 2), ('pearTV', 2)]",16305,80.46,144.9661459,-37.8088896,5,15570.21,Autumn,True,1.1211,"a great phone for the price its a great phone and price, if you want most of the features that are seen in the main flagship phones.",True
ORD395818,ID4787373511,2019-04-27,Thompson,"[('Toshika 750', 1), ('Thunder line', 2), ('Olivia x460', 2)]",11130,68.06,-37.8016619,144.9386283,25,8415.56,Autumn,False,0.46,"love this phone! this phone is the best!! it was so easy to set up. easy to use, long battery life time, has so many awesome features.",True
ORD226386,ID0267315661,2019-12-16,Nickolson,"[('Alcon 10', 2), ('Olivia x460', 1)]",19125,70.07,-37.8227448,144.9717489,0,19195.07,Summer,False,0.7789,excellent best choice,True
ORD031238,ID0580187134,2019-07-04,Thompson,"[('Lucent 330S', 1), ('Universe Note', 2), ('Thunder line', 2), ('iAssist Line', 1)]",14715,70.66,-37.8002472,144.9293855,5,14049.91,summer,True,2.0814,"not t-mobile or at&t compatible this phone was not t-mobile compatible, so was told to get an unlock code from at&t. they said it was not their phone either. this has been a week of hassles and still now operable phone. i am returning it",False
ORD101610,ID0723959412,2019-04-26,Bakers,"[('Lucent 330S', 1), ('iStream', 2), ('Olivia x460', 1), ('pearTV', 1)]",9065,81.43,-37.8025227,145.0050195,5,8693.18,Autumn,True,1.1971,five stars good fne,True
ORD402147,ID0227330544,2019-11-21,Bakers,"[('iAssist Line', 2), ('Toshika 750', 2), ('Olivia x460', 1), ('Candle Inferno', 2)]",15175,100.29,-37.8033282,144.994517,5,14516.54,Spring,True,0.7449,five stars everything was ok,True
ORD143599,ID5668009783,2019-02-26,Bakers,"[('Universe Note', 2), ('Olivia x460', 2), ('iAssist Line', 1)]",11575,93.46,-37.80432879999999,145.0007417,25,8774.71,Summer,True,0.7955,fun tech toy,False
ORD400004,ID0777801619,2019-04-15,Thompson,"[('Lucent 330S', 2), ('Toshika 750', 2)]",6820,64.62,-37.8055395,144.955269,5,6543.62,Autumn,False,1.0727,five stars all ok,True
ORD064086,ID2325017988,2019-10-26,Thompson,"[('Universe Note', 1), ('Lucent 330S', 1), ('Olivia x460', 1), ('iStream', 2)]",13925,90.71,-37.834322,144.90516369999997,25,10534.46,Spring,False,4.4028,"capacidad de almacenamiento. sin espacio de almacenamiento y rechazando toda tarjeta sim adicional, y sin dejar de mencionar su incapacidad de conexión a las redes y lentitud exajerada. si pudiera la calificación a este producto sería - no recomiendo.",False
ORD028543,ID4735688740,2019-06-11,Thompson,"[('Thunder line', 2), ('Toshika 750', 1), ('pearTV', 2), ('iAssist Line', 1)]",23525,64.98,-37.8040466,144.9489811,5,22413.73,Winter,True,0.9749,good deal good phone factory unlocked as advertized very happy,True
ORD184978,ID6167278765,2019-10-14,Thompson,"[('Alcon 10', 1), ('Candle Inferno', 1), ('Toshika 750', 1), ('pearTV', 2)]",26320,99.84,-37.8133248,144.9513498,10,23787.84,Spring,True,0.089,came in like new conidtione zero problems! best $350 ive spent! left samung for the one plus and couldnt be happier. camera app on the phone isnt quite as good as the olivia one but none the less works perfect. unit came in 100% like new condition. thanks!,True
ORD265386,ID0030287876,2019-10-27,Bakers,"[('pearTV', 2), ('Lucent 330S', 2), ('iStream', 1), ('Thunder line', 1)]",17410,86.25,-37.8223506,145.0141094,5,16625.75,Spring,False,2.1557,great phone it’s real i just want to say you should buy this !! it’s legit i’ve had this phone for 6 months now and it works great. i’ve bought two phones from digico and haven’t been disappointed,True
ORD307358,ID0247532480,2019-07-05,Thompson,"[('iAssist Line', 1), ('iStream', 1)]",2375,64.77,-37.8175381,144.94997130000004,15,2083.52,Winter,True,0.5987,five stars wife loves it,True
ORD312300,ID6167247325,2019-07-12,Nickolson,"[('Alcon 10', 2), ('Lucent 330S', 1), ('Universe Note', 1)]",22580,59.87,-37.8177326,144.9646246,10,20381.87,Winter,True,0.4437,picture quality is not good. i don't like this product,False
ORD421508,ID0614003642,2019-03-27,Nickolson,"[('Lucent 330S', 1), ('Toshika 750', 2), ('Thunder line', 1)]",12050,65.78,-37.8129318,144.9617801,10,10910.78,Autumn,False,0.9297,works perfectly! love the new universe note 9. perfect size. just a little bigger than the universe s8+,True
ORD034811,ID4716795154,2019-10-25,Thompson,"[('pearTV', 2), ('iStream', 1)]",4510,79.09,-37.8187693,144.9535671,15,3912.59,Spring,False,0.8872,the phone is great i did not recieve the adapter for the charger to go in the 120 ac mains,True
ORD456095,ID0202736642,2019-05-18,Thompson,"[('pearTV', 2), ('Lucent 330S', 1), ('iStream', 1)]",14000,82.43,-37.8050924,144.9344702,25,10582.43,Autumn,True,1.3928,"a beautiful android phone. a couple of things i'd like a lot are the unique design, quality of camera and overall functions. my money is well spent on this new phone when compared with current version of alcon. hopefully, the os will be updated soon.",True
ORD491411,ID0207093559,2019-04-26,Bakers,"[('Thunder line', 1), ('Olivia x460', 2)]",4630,63.54,-37.8043515,145.00041389999996,10,4230.54,Autumn,True,0.7762,"great product as is... should have bought one with more space go for the 32 gig because i'm already getting warnings about not enough device space (most of my apps and all of my music, photos, etc are saved on an sd). condition was fantastic for a used device though!",True
ORD464767,ID0145235381,2019-11-01,Nickolson,"[('Lucent 330S', 2), ('iStream', 2), ('Olivia x460', 1), ('Universe Note', 1)]",7435,100.8,-37.8164539,144.9592888,0,7535.8,Spring,False,0.9334,five stars love it!,True
ORD180257,ID0579482274,2019-06-15,Thompson,"[('Universe Note', 1), ('iAssist Line', 1), ('Candle Inferno', 2), ('Alcon 10', 1)]",23265,59.66,-37.8170411,144.9507927,25,17508.41,Winter,True,0.5862,not an unlocked phone... a verizon phone ... not an unlocked phone ... a verizon phone belonging to someone ... missing accessories.,False
ORD035851,ID0612741118,2019-05-07,Nickolson,"[('pearTV', 2), ('iStream', 1)]",12770,79.09,-37.815276,144.96175390000005,0,12849.09,Summer,True,0.7789,great phone cell phone,True
ORD414893,ID0313278197,2019-08-05,Nickolson,"[('pearTV', 2), ('Lucent 330S', 1)]",13850,52.71,-37.8087518,144.9625248,10,12517.71,summer,False,1.2579,"bad purchase it has problems with the headset, you can not hear well. don’t by renew, the charger wasn’t original.",False
ORD011634,ID2385138108,2019-06-04,nickolson,"[('Toshika 750', 2), ('Candle Inferno', 2), ('Alcon 10', 1), ('Lucent 330S', 2)]",20910,77.75,-37.82364329999999,144.98214199999995,25,15760.25,Winter,True,1.2416,i now have this great phone and made an extra house payment instead of ... i can't believe people are still spending ridiculous amounts of money on phones. i now have this great phone and made an extra house payment instead of getting an alcon. priorities people.,True
ORD477783,ID3132496573,2019-07-16,Nickolson,"[('pearTV', 2), ('iAssist Line', 1), ('Universe Note', 2)]",21745,74.78,-37.815015,144.96429840000005,25,16383.53,Winter,True,0.6101,good for it’s price nice phone for its price. like the fingerprint reader.,True
ORD044272,ID1668523281,2019-08-09,bakers,"[('Candle Inferno', 2), ('Thunder line', 2)]",5220,75.54,-37.8212159,144.9615429,10,4773.54,Winter,True,0.7622,great phone i just recieved this phone monday 8/5/19 and so far so good. good phone for good price,True
ORD358139,ID2975244178,2019-29-10,Thompson,"[('Olivia x460', 1), ('iAssist Line', 1), ('Thunder line', 2), ('Toshika 750', 1)]",12130,95.07,-37.7994496,144.95963830000005,25,9192.57,Spring,True,1.8409,bad charger phone appearance great but charger is not fast charging so weak charge detected will not charge phone fast enough instead battery is being drained,False
ORD456507,ID3161948955,2019-08-25,Nickolson,"[('Olivia x460', 1), ('Lucent 330S', 1), ('Alcon 10', 1), ('Thunder line', 1)]",13585,79.12,-37.8080675,144.9578502,15,11626.37,Winter,True,1.0779,five stars great quality,True
ORD464592,ID4210161059,2019-12-06,nickolson,"[('Candle Inferno', 1), ('Thunder line', 1), ('Universe Note', 2)]",9510,81.56,-37.8031915,144.9605686,10,8640.56,Summer,False,1.5886,"a good phone to invest in this phone's pretty great. it's fast, it's sleek, and it's a heck of an upgrade (for me at least)",True
ORD447827,ID1492145845,2019-06-21,Thompson,"[('Candle Inferno', 1), ('pearTV', 1), ('iAssist Line', 2), ('Universe Note', 2)]",18090,61.37,-37.8132329,144.95136580000005,0,18151.37,Winter,False,0.383,great phone. it has more than exceeded my expectations great phone. it has more than exceeded my expectations.,True
ORD324296,ID2672588669,2019-25-01,Bakers,"[('Alcon 10', 1), ('Toshika 750', 1), ('iAssist Line', 1)]",15495,98.61,-37.79916,144.9898764,0,15593.61,Summer,True,1.295,"awrsome i love this phone. it works awesome, and picturws are great too.",True
ORD306442,ID0635493548,2019-06-14,Thompson,"[('pearTV', 1), ('Universe Note', 2), ('Candle Inferno', 1)]",13640,75.56,-37.8140636,144.93969140000004,5,13033.56,Winter,True,0.667,five stars excellent navigation and usability.,False
ORD367266,ID0579383947,2019-12-26,Bakers,"[('Candle Inferno', 2), ('iStream', 2), ('pearTV', 1)]",3385,79.44,-37.798441,144.99458909999996,5,3295.19,Summer,False,1.2875,note 8 i love it,True
ORD401166,ID0250933631,2019-03-06,Bakers,"[('Thunder line', 2), ('Alcon 10', 2), ('Toshika 750', 2)]",30900,68.13,-37.826124,145.0063321,10,27878.13,Autumn,False,2.0435,works great! so happy with the phone!!!!! in great condition!,True
ORD184945,ID1462399059,2019-09-29,Bakers,"[('Universe Note', 1), ('Alcon 10', 2), ('Olivia x460', 2), ('iAssist Line', 1)]",26025,97.54,-37.8200279,145.015796,0,4514.2,Spring,True,2.1254,fraudulent non-functional phones do not purchase this phone its a fraud and totally non functioning phone. the phone came with scratches and the battery life is crap. why are we being sold dead useless phones. very upsetting to have to pay for a product that does not function as required and is in bad shape.,False
ORD151706,ID5015518499,2019-03-09,Nickolson,"[('iStream', 2), ('pearTV', 1)]",6610,63.83,-37.8129188,144.9693111,0,6673.83,Autumn,True,0.6322,"good phone, not worth the price difference over s3 phone is good, wife likes it. but she says it is not worth $130 difference over s3 that we bought for daughter.",True
ORD212588,ID1492150953,2019-03-31,Thompson,"[('Thunder line', 2), ('Lucent 330S', 1), ('Candle Inferno', 1)]",6020,65.5,-37.8145433,144.9520468,5,5784.5,Autumn,False,0.912,so happy!! loving my phone!!! i wa very skeptical after reading a couple of reviews but i took the chance and in so glad i did! feels like new and works great!,True
ORD297338,ID0589397331,2019-04-04,Nickolson,"[('Alcon 10', 1), ('Candle Inferno', 2)]",9810,64.96,-37.8126529,144.9740747,5,9384.46,Autumn,True,0.7719,five stars great phone,True
