order_id,customer_id,date,nearest_warehouse,shopping_cart,order_price,delivery_charges,customer_lat,customer_long,coupon_discount,order_total,season,is_expedited_delivery,distance_to_nearest_warehouse,latest_customer_review,is_happy_customer
ORD168479,ID3260985583,2019-06-08,Thompson,"[('Universe Note', 2), ('Lucent 330S', 2), ('Thunder line', 1)]",11540.0,81.34,-37.7994758,144.9368155,10,10467.34,Winter,True,1.7238,great phone for a great price great phone for a great price! it has expandable memory that made transferring data from my old phone a breeze. only thing i wish it had was an led light that flashed for notifications.,1.0
ORD402550,ID2810279739,2019-08-12,Bakers,"[('iStream', 1), ('Alcon 10', 2), ('pearTV', 1), ('Olivia x460', 1)]",25585.0,61.67,-37.8166516,144.9882044,0,25646.67,Winter,True,0.9648,do not buy this phone from this person this phone is not compatible with verizon at all. i took it into the store and they said it would not work at all,0.0
ORD362142,ID1224854761,2019-06-02,Thompson,"[('iStream', 1), ('Olivia x460', 1)]",1375.0,63.63,-37.8137278,144.9398582,0,1438.63,Winter,False,0.6449,"i recommend this seller. i was not sure to buy an used alcon, but now i can say that it was a good buy. it really loos and works like new. they even put a good screen protector. i recommend this seller.",1.0
ORD099192,ID0709967340,2019-02-17,Thompson,"[('Alcon 10', 1), ('Thunder line', 1), ('Olivia x460', 1)]",12355.0,95.62,-37.8130425,144.9363041,0,12450.62,Summer,True,0.9476,"i bought this item as a christmas gift for my granddaughter and she has loved every minute of it. it is intuitive, easy to use and she has it in her hands several times every day for everything from research for school to reading a book. paw paw hit a homer with this one!",1.0
ORD008938,ID1404219802,2019-02-13,Bakers,"[('iAssist Line', 2), ('Thunder line', 2)]",8810.0,93.88,-37.80281779999999,144.992404,15,7582.38,Summer,True,0.8369,"this is a really good phone. i recommend it this is a really good phone. i recommend it. if your looking for a prepaid verizon smartphone, i recommend it.",
ORD110304,ID1982439994,2019-07-09,,"[('Candle Inferno', 2), ('Olivia x460', 1), ('iAssist Line', 1)]",4310.0,80.39,-37.8142944,145.0062345,25,3312.89,Winter,True,,not as listed i orderd this phone for my mom and she loved it but it was unlocked for at&t and its listed as factory unlocked also the seller is breed,1.0
ORD197062,ID0767723739,2019-08-21,Nickolson,"[('Olivia x460', 2), ('pearTV', 2)]",15070.0,82.17,-37.8050708,144.9723422,0,15152.17,Winter,True,1.5254,i know most buyers don't like to give five stars or a perfect score but ... i know most buyers don't like to give five stars or a perfect score but anything less is considered a bad job by corporate america. item appears better than expected. very happy!,1.0
ORD152926,ID0233314981,2019-05-19,Nickolson,"[('Alcon 10', 1), ('Thunder line', 1), ('pearTV', 2), ('iStream', 1)]",23900.0,68.03,-37.8039708,144.9764153,5,22773.03,Autumn,True,1.7362,commercial fraud this version not dual sim but 4g version should come dual sim wow even olivia cheating us what i can say i am the stupid who left pear to come to olivia,0.0
ORD392879,ID1287239241,2019-07-22,Nickolson,"[('Olivia x460', 2), ('Lucent 330S', 1), ('Alcon 10', 2), ('Toshika 750', 2)]",30220.0,74.33,-37.7987169,144.96735230000004,25,22739.33,Winter,False,2.2212,i have had pretty close to a year if not more i have had pretty close to a year if not more. only 1 glitch ever noted and a simple restart cleared it up. dropped many a time. still in mint condition,1.0
ORD177844,ID3132397293,2019-11-04,Thompson,"[('pearTV', 1), ('Toshika 750', 2)]",14950.0,104.08,-37.807262,144.95908280000003,25,11316.58,Spring,True,1.2162,best cost benefit phone excellent phone,1.0
ORD329866,ID2383211201,2019-06-12,,"[('Thunder line', 2), ('Olivia x460', 1), ('iAssist Line', 1), ('Alcon 10', 1)]",16760.0,52.65,-37.809549,144.9638737,5,15974.65,Winter,False,,no receiving calls!!! we are unable to receive calls. we can call out but no one can call in.,0.0
ORD350531,ID0736011451,2019-05-03,Nickolson,"[('Lucent 330S', 1), ('pearTV', 2), ('Candle Inferno', 1)]",14280.0,47.17,-37.8200819,144.9685729,25,10757.17,Autumn,False,0.1865,"ok for kids to mess around with, but not very good quality",0.0
ORD425834,ID0163350975,2019-11-09,Thompson,"[('iAssist Line', 1), ('Olivia x460', 2)]",4675.0,101.34,-37.8138038,144.95311189999995,10,4308.84,Spring,True,0.5461,i made my daughter very happy it was my christmas present to my daughter and she was very happy with it,1.0
ORD160698,ID4633550178,2019-04-20,Thompson,"[('Olivia x460', 1), ('iStream', 1)]",1375.0,64.9,-37.8064905,144.9466055,0,1439.9,Autumn,False,0.6894,clean looks like new and works great was just as expected. clean looks like new and works great.,1.0
ORD312635,ID6167191691,2019-03-02,Thompson,"[('Alcon 10', 2), ('Toshika 750', 1), ('Lucent 330S', 1)]",23450.0,,-37.8207182,144.954738,25,17639.26,Autumn,False,1.1211,poor response. very sluggish. even the digico app is slow. not so on my pear or droid tablets. i've yet to load any apps.,0.0
ORD368177,ID0267349618,2019-06-24,Nickolson,"[('Olivia x460', 1), ('iStream', 2), ('Alcon 10', 2)]",19425.0,76.48,-37.8230736,144.976676,25,14645.23,Winter,True,0.8007,fantastic i have had no problems since i’ve bought this phone and i am very happy with it.,1.0
ORD325129,ID0269335115,2019-11-05,Nickolson,"[('Alcon 10', 1), ('iStream', 1), ('Lucent 330S', 2)]",11560.0,82.45,-37.8099203,144.97840119999995,10,10486.45,Spring,False,1.2402,fast service got it early. happy with my order!,1.0
ORD065811,ID6167254973,2019-09-03,Nickolson,"[('iStream', 2), ('Candle Inferno', 2), ('Thunder line', 1)]",3340.0,97.94,-37.8168724,144.9699267,25,2602.94,Spring,True,0.1946,five stars all excellent,
ORD325468,ID0591276363,2019-02-08,Nickolson,"[('pearTV', 2), ('iAssist Line', 2)]",,97.51,-37.823809,144.9564558,15,,Summer,True,1.2895,great buy loved everything about the phone. would buy it again. good value for money,1.0
ORD396926,ID2291073966,2019-02-20,Nickolson,"[('iStream', 2), ('pearTV', 1), ('Alcon 10', 2), ('Candle Inferno', 1)]",24940.0,97.02,-37.8092034,144.9648239,5,23790.02,Summer,True,1.1251,other than that i am thoroughly impressed and pleased with this purchase phone had one little chip in the top right corner and the battery life is horrendous. i wish they would have provided me with a charged battery as well. other than that i am thoroughly impressed and pleased with this purchase.,1.0
ORD274742,ID0140980480,2019-07-03,Nickolson,"[('Toshika 750', 1), ('pearTV', 1), ('Universe Note', 1), ('iAssist Line', 1)]",16305.0,74.13,-37.7990664,144.9728229,10,14748.63,Winter,False,2.1928,love it! this is such a great phone. i love it!,
ORD236892,ID0331164328,2019-08-12,Nickolson,"[('Toshika 750', 2), ('pearTV', 2)]",21260.0,83.91,-37.7998792,144.9687102,5,20280.91,Winter,True,2.0847,great cell phone phon works great like the size and slim design,1.0
ORD212193,ID3215191984,2019-03-08,Thompson,"[('Toshika 750', 1), ('pearTV', 2), ('Lucent 330S', 1)]",18170.0,80.95,-37.8077181,144.9520858,5,17342.45,Autumn,True,0.7063,good condition used phone i was wary of buying this but it has been a good choice. the phone was in excellent condition and works well. i definitely would purchase from this seller again.,1.0
ORD315518,ID6167191716,2019-07-24,Thompson,"[('Lucent 330S', 1), ('Toshika 750', 1), ('iStream', 1)]",5700.0,67.27,-37.8191868,144.9541987,15,4912.27,Winter,False,0.9586,"awesome power for the price for the power and speed this price can't be beaten. the version of android on the xperia xa1 takes some getting used to, but it's sleek and attractive. i use it with my t-mobile account.",1.0
ORD298124,ID0547586455,2019-07-22,Bakers,"[('iAssist Line', 1), ('Toshika 750', 2)]",10865.0,,-37.813398600000006,144.98417759999995,15,9301.25,Winter,False,1.0433,nice phone durable phone. decent price. works as it should.,1.0
ORD491924,ID2247271583,2019-02-02,Nickolson,"[('Universe Note', 2), ('iAssist Line', 1)]",9125.0,56.16,-37.8164198,144.9634235,15,7812.41,Summer,False,0.5907,nv using enewed again. bazzey goes ou also quickly soooo upse abou he keyboa4d. as u can see i canno ype some of lezzes,0.0
ORD473351,ID0634783041,2019-07-15,Thompson,"[('Lucent 330S', 1), ('Alcon 10', 1), ('Thunder line', 1)]",,75.65,-37.8118782,144.93898080000002,10,,Winter,True,0.7168,five stars nice phone,1.0
ORD102733,ID0294624930,2019-01-27,Nickolson,"[('Toshika 750', 2), ('iStream', 2), ('pearTV', 2), ('Candle Inferno', 1)]",21990.0,89.69,-37.8190847,144.963387,5,20980.19,Summer,True,0.5448,"good product removable battery is the key. it increases the resale value of the phone.i highly recommend this phone ,the screen is great.",1.0
ORD375215,ID0847536077,2019-09-15,Nickolson,"[('Universe Note', 1), ('iAssist Line', 2), ('pearTV', 2)]",20520.0,102.98,-37.8260784,144.96636809999995,0,20622.98,Spring,True,0.8788,thanks for the product plus the earphones are thanks for the product plus the earphones are missing,1.0
ORD344701,ID0161535870,2019-02-11,Thompson,"[('Alcon 10', 2), ('pearTV', 1)]",24210.0,82.04,-37.8126102,144.9587891,0,24292.04,Summer,True,1.0307,"poor camera camera so bad quality, this xp not cost 500$ return item, and newer will buy xp product 😒",
ORD479455,ID0282854566,2019-03-16,Bakers,"[('Toshika 750', 2), ('pearTV', 1), ('Thunder line', 2), ('Lucent 330S', 2)]",21770.0,66.97,-37.7991359,145.0106154,0,21836.97,Autumn,False,1.8144,"best value phone <$200 in 2019 overall, great value. my only complaint is that the finger print sensor has a slightly higher latency than the mi a2, probably bc it's in-screen. it's a trade-off that doesn't feel worth it to me, but it's not bad. still a very useable and relatively secure sensor.",1.0
ORD227505,ID6167191733,2019-05-22,Nickolson,"[('Toshika 750', 1), ('pearTV', 2), ('iStream', 2)]",17240.0,62.87,-37.8156092,144.96653469999995,15,14716.87,Autumn,True,0.4252,"no lo recomiendo lo compre y no sirve para fuera de los estados unidos ,ahora no se ni como contactar al vendedor para q me regrese mi dinero 🤬🤦‍♀️",0.0
ORD400480,ID5002595141,2019-09-13,,"[('iAssist Line', 1), ('Universe Note', 1), ('Alcon 10', 1), ('Toshika 750', 1)]",18945.0,59.55,-37.8117421,144.95340380000005,0,19004.55,Spring,False,0.5667,useless that phone is useless its not working in my country. it was supposed to be unlocked but it's not.,0.0
ORD184379,ID6200183408,2019-04-08,Thompson,"[('iAssist Line', 2), ('Toshika 750', 1), ('Olivia x460', 2)]",11220.0,80.66,-37.820463,144.9512264,15,9617.66,Autumn,True,0.9411,"dual sim works perfectly works with gsm networks like att, t mobile, lyca mobile.",1.0
ORD353897,ID1132014893,2019-03-22,,"[('Lucent 330S', 1), ('Alcon 10', 2), ('iStream', 2)]",19430.0,76.54,-37.8151021,144.94502130000004,15,16592.04,Autumn,True,,"looks new the phone looked new, no scratches or dings at all, you'd never know it was a refurb. i haven't been able to get it to fast charge yet, right now i don't know whether it's the phone or the new charger that's the problem, but so far everything else about it is working fine. good deal.",1.0
ORD432184,ID3215192018,2019-03-12,Thompson,"[('iStream', 1), ('Toshika 750', 1), ('Universe Note', 2), ('Candle Inferno', 2)]",12230.0,77.8,-37.8083395,144.94903440000004,5,11696.3,Autumn,True,0.5124,"great budget phone excellent phone for the price, very quick delivery",
ORD043167,ID4418535313,2019-07-12,Thompson,"[('Lucent 330S', 2), ('Olivia x460', 1), ('iAssist Line', 2), ('Candle Inferno', 1)]",8565.0,57.67,-37.80244920000001,144.96344530000005,10,7766.17,Winter,False,1.8357,failing of quality control the phone didn't work right. i just could have gotten a bad one but the microphone made me sound like i was talking in a bucket,0.0
ORD139086,ID0137157946,2019-10-30,,"[('Alcon 10', 1), ('Lucent 330S', 2), ('Candle Inferno', 2)]",12270.0,101.62,-37.8052673,144.9424834,25,9304.12,Spring,True,,awesome great storage,1.0
ORD452726,ID0583063693,2019-06-09,Thompson,"[('Toshika 750', 1), ('Universe Note', 2), ('Lucent 330S', 1)]",12450.0,68.22,-37.8007583,144.9344167,15,10650.72,Winter,True,1.7313,worthless with defective battery! battery won’t keep a charge for more then 10 minutes!!,
ORD255583,ID0412650031,2019-06-26,Bakers,"[('Universe Note', 2), ('iAssist Line', 1)]",9125.0,,-37.799204,144.981084,10,8294.22,Winter,True,1.7296,five stars good phone,1.0
ORD038982,ID0248746922,2019-04-14,Bakers,"[('Candle Inferno', 1), ('Thunder line', 2)]",4790.0,67.21,-37.8222475,144.9962533,25,3659.71,Autumn,False,1.3667,great phone for the price pros: value for money & battery. cons: photos and sound are as high quality as other phones,1.0
ORD310651,ID0560997317,2019-02-23,Thompson,"[('Candle Inferno', 1), ('pearTV', 2), ('Universe Note', 1)]",16500.0,94.71,-37.80991160000001,144.9359473,0,16594.71,Summer,True,1.0253,five stars all is ok!,1.0
ORD057315,ID0575374790,2019-08-14,Nickolson,"[('Universe Note', 2), ('Toshika 750', 2), ('Olivia x460', 2), ('Thunder line', 1)]",20170.0,67.1,-37.8194217,144.98399650000005,5,19228.6,Winter,False,1.2736,five stars great price! great product! thanks,
ORD332292,ID0662736521,2019-08-18,Nickolson,"[('Alcon 10', 2), ('Thunder line', 2), ('Olivia x460', 2)]",24710.0,64.25,-37.8245985,144.9698135,0,24774.25,Winter,False,0.6687,"got lte on t-mobile works great so far. pretty fast,have 6-7 apps running with no issues. battery great. camera is ok. biggest concern for me was will it support 4g lte on t-mobile,it does. streaming data via hotspot without issues:) great deal!",1.0
ORD332750,ID3130999251,2019-09-28,Bakers,"[('Lucent 330S', 2), ('pearTV', 1), ('Alcon 10', 1)]",17720.0,80.37,-37.813288,145.01041519999995,10,16028.37,Spring,False,1.3846,"lucent z4 feels fresh grate battery.. clean android interface, and good value for money.",1.0
ORD383550,ID0176703266,2019-08-14,,"[('pearTV', 1), ('Thunder line', 1), ('Universe Note', 1)]",11940.0,51.76,-37.811156,144.96408069999995,5,11394.76,Winter,False,,dont buy it the slider sit very lose on the phone. when you touch the display to open an app it give up a d touch bottom part of the phone with annoing clic. i immediately return the phone,0.0
ORD187105,ID0277125097,2019-08-29,,"[('Candle Inferno', 1), ('pearTV', 1)]",6740.0,49.5,-37.8129011,144.9428889,5,6452.5,Winter,False,0.3685,poor i feel i bought a toy phone,0.0
ORD120069,ID0444352324,2019-11-25,Nickolson,"[('iStream', 1), ('pearTV', 2), ('Thunder line', 2), ('Alcon 10', 2)]",35030.0,105.94,-37.8298477,144.9668629,0,35135.94,Spring,True,1.2747,five stars wonderful phone i highly recommend,1.0
ORD265366,ID0579399666,2019-01-24,Nickolson,"[('iStream', 1), ('Alcon 10', 2), ('Candle Inferno', 2), ('Toshika 750', 2)]",27550.0,91.17,-37.8193438,144.9756872,15,23508.67,Summer,True,0.546,great but ! this was for my daughter and she loves it .,1.0
ORD078669,ID6167441066,2019-04-20,,"[('iAssist Line', 1), ('Candle Inferno', 1), ('Toshika 750', 2), ('iStream', 1)]",11445.0,65.23,-37.8143062,144.96335369999997,0,11510.23,Autumn,False,,good buy great phone. great price.,1.0
ORD355297,ID5884356172,2019-05-14,Thompson,"[('pearTV', 2), ('Toshika 750', 2), ('iAssist Line', 2)]",25710.0,82.67,-37.8254365,144.93589680000005,5,24507.17,Autumn,True,1.7274,it perfect! the cell is a darker blue i love it! it's a smaller version of the olivia 8 and i can't wait to start using it!,1.0
ORD203712,ID4520380444,2019-04-19,,"[('Toshika 750', 2), ('Olivia x460', 1)]",9865.0,65.84,-37.8231945,144.9608452,25,7464.59,Autumn,False,,four stars my husband likes it alot.,1.0
ORD472841,ID0549746562,2019-01-22,Bakers,"[('Toshika 750', 1), ('Universe Note', 2), ('iAssist Line', 1)]",13445.0,70.64,-37.812769,144.9892472,25,10154.39,Summer,False,0.6102,"wow, awesome phone i can count on! i don't think i could be more impressed with this phone. and it does work with my aptx wireless earbuds. i've had it for a year now and i'm just so happy with it.",
ORD278530,ID2960006639,2019-07-14,Nickolson,"[('Thunder line', 1), ('Alcon 10', 2), ('Olivia x460', 1)]",21305.0,,-37.8181002,144.9667358,15,18183.57,Winter,True,0.2536,amazing worth the money. come with screen protector and case.,1.0
ORD047867,ID0643992404,2019-07-14,Bakers,"[('Alcon 10', 2), ('Olivia x460', 2), ('Thunder line', 1)]",22530.0,82.24,-37.8240744,144.98875769999995,0,22612.24,Winter,True,1.6674,this was just an additional one for my other tv. loved it so much use it on the regular tv. easy to set up and fairly easy to navigate. i don’t waste my money on regular tv cable or anything else. this is enough for me as i don’t watch too much tv.,1.0
ORD191648,ID0579994804,2019-06-21,Thompson,"[('pearTV', 1), ('Universe Note', 1), ('Alcon 10', 2)]",27660.0,64.05,-37.8041383,144.9384214,15,23575.05,Winter,True,1.217,"q nice phone everythings workng fine except i can't receive text massages since i activated the phone. it's like throwing a monkey wrench into a engine. foul up everything. having to get another phone and activate it causes other problems, wasted time and money trying to correct the problem.",0.0
ORD107094,ID0107167064,2019-10-08,Nickolson,"[('iAssist Line', 2), ('Candle Inferno', 1), ('Olivia x460', 1), ('pearTV', 1)]",12415.0,80.75,-37.8206671,144.9660763,0,12495.75,Spring,True,0.3828,don't buy this phone!!! this phone did not come unlocked and can not get unlocked from sprint because i don't have an account with them. i am very disappointed don't ever buy this product.,
ORD021880,ID0641026085,2019-01-23,Thompson,"[('Lucent 330S', 1), ('iAssist Line', 1)]",3455.0,97.34,-37.8091174,144.9368711,5,3379.59,Summer,True,0.9803,great on time it is work fine,
ORD004510,ID0633912918,2019-03-27,Thompson,"[('Universe Note', 1), ('Alcon 10', 2)]",21350.0,63.88,-37.815685,144.95763380000002,0,21413.88,Autumn,True,0.9877,messaging very cumbersome and confusing. can't figure out how ... messaging very cumbersome and confusing. can't figure out how to refer back to sent messages. sent many blank messages to contacts while trying to understand the procedure. probably going to return the phone. i only changed because att is discontinuing 2g and made me do it.,0.0
ORD367340,ID4735688208,2019-09-20,Thompson,"[('Lucent 330S', 2), ('Universe Note', 2)]",9360.0,78.3,-37.8036744,144.9493033,15,8034.3,Spring,False,1.0208,nicet very good,1.0
ORD315358,ID0589420528,2019-12-25,Nickolson,"[('Universe Note', 1), ('Alcon 10', 1), ('Olivia x460', 2), ('iAssist Line', 1)]",17075.0,74.44,-37.8096936,144.9725985,5,16295.69,Summer,False,1.0265,bueno like,1.0
ORD051929,ID4260094034,2019-12-25,Nickolson,"[('Candle Inferno', 1), ('Universe Note', 2)]",7330.0,61.57,-37.822562,144.9582048,25,5559.07,Summer,False,1.0911,"bad deal! i ordered my olivia 7 from the seller legend wireless, i paid for a gold s7 and received a black s7! and it was also delivered late! and it was a used/refurbished phone!! and its damaged at the top. talk about a bad deal!!",0.0
ORD291444,ID0774517861,2019-05-06,Thompson,"[('Olivia x460', 1), ('Lucent 330S', 2), ('Universe Note', 2)]",10585.0,50.78,-37.8063316,144.95949480000004,5,10106.53,Autumn,False,1.301,mal estado de la batería. mala inversión la batería está deteriorada. el móvil se descarga en 30 minutos cuando se está usando. muy mala inversión,0.0
ORD348093,ID0529205673,2019-03-02,,"[('pearTV', 2), ('Toshika 750', 1), ('iAssist Line', 1), ('Lucent 330S', 1)]",20395.0,67.51,-37.8242103,144.9368886,15,17403.26,Autumn,True,,"bad the phone was advertised as ""unlocked"" i took the phone to my service provider and they could not connect the phone to my service because they said the phone is not unlocked!!!",0.0
ORD466559,ID4735688741,2019-02-02,Thompson,"[('Alcon 10', 2), ('pearTV', 2)]",30520.0,75.27,-37.804076,144.9492423,25,22965.27,Summer,False,0.9759,durable and fast i love this phone. i've dropped it on tile several times with no consequences,1.0
ORD197120,ID4264281406,2019-04-12,Thompson,"[('Lucent 330S', 1), ('Alcon 10', 1), ('Thunder line', 2), ('pearTV', 2)]",27160.0,77.18,-37.8198625,144.9530283,10,24521.18,Autumn,True,0.9566,"excellent condition and fairly priced product was as advertised, excellent condition and fairly priced, & quick delivery.",1.0
ORD117354,ID0846567035,2019-03-03,Nickolson,"[('pearTV', 1), ('Toshika 750', 2), ('iAssist Line', 2)]",19400.0,63.8,-37.8234452,144.9701705,15,16553.8,Autumn,False,0.5427,"work just like my s6 wife loves it , work just like my s6 , super good price",1.0
ORD497666,ID0778809786,2019-02-10,,"[('Lucent 330S', 2), ('iStream', 1)]",2610.0,81.6,-37.7996411,144.9567437,0,2691.6,Summer,False,,five stars husband loves it!,1.0
ORD403421,ID3158860634,2019-01-22,Thompson,"[('Olivia x460', 1), ('Universe Note', 1)]",4675.0,73.79,-37.8142605,144.9551879,25,3580.04,Summer,False,0.7355,five stars great phone!,1.0
ORD394351,ID0577456464,2019-04-18,Bakers,"[('pearTV', 2), ('iAssist Line', 2), ('iStream', 1), ('Universe Note', 1)]",20670.0,69.03,-37.8230823,144.9881706,10,18672.03,Autumn,False,1.5835,"awesome phone! this phone is amazing! coming from an alcon then to a gs3, then to this i'll just say it's a big leap forward in thinking! so glad i left the shackles of pear and excelled my digital life!",1.0
ORD041684,ID6226313846,2019-06-10,Nickolson,"[('iStream', 2), ('Candle Inferno', 1)]",730.0,66.9,-37.8189618,144.98182930000004,25,614.4,Winter,False,1.0805,smart phone it's a lovely phone. features are good,1.0
ORD178741,ID0746912827,2019-04-06,Nickolson,"[('iAssist Line', 2), ('Thunder line', 2)]",8810.0,53.55,-37.8258956,144.9843895,10,7982.55,Autumn,False,1.5372,"do not buy this thing, got scammed. phone doesn't work... phone doesn't work, came without headphone. tried 15 minutes, couldn't get the phone turn on.",0.0
ORD098803,ID0026034577,2019-12-13,Thompson,"[('iAssist Line', 2), ('Alcon 10', 2), ('Thunder line', 2)]",26710.0,92.01,-37.806775,144.9513141,15,22795.51,Summer,True,0.7553,this is really nice and has great clarity i like it.,1.0
ORD453236,ID2193369804,2019-11-03,Nickolson,"[('Thunder line', 1), ('iStream', 2)]",2480.0,98.3,-37.8154669,144.9663867,0,2578.3,Spring,True,0.4457,love it. i love this phone i got this instead of an s8+!!!,1.0
ORD397805,ID0588200619,2019-10-24,Nickolson,"[('Thunder line', 1), ('pearTV', 1), ('Alcon 10', 1)]",17440.0,75.56,-37.8121425,144.9739206,15,14899.56,Spring,False,0.8146,four stars very nice smartphone for the money.,1.0
ORD054716,ID3098154905,2019-04-18,Thompson,"[('Lucent 330S', 2), ('pearTV', 2), ('Universe Note', 1)]",18530.0,66.93,-37.8229277,144.93716609999996,25,13964.43,Autumn,True,1.4357,"garbage, refurbished is supposed to be to factory new ... garbage, refurbished is supposed to be to factory new specs, i was replacing this phone due to the poor battery performance on my old droid turbo this one is even worse. warning do not buy a refurbished phone.",0.0
